epoch,loss,accuracy,val_loss,val_accuracy,val_auc
114,0.55395,72.845,0.58067,70.886,0.711
116,0.59431,67.672,0.56554,73.418,0.695
118,0.58005,68.103,0.57229,72.152,0.702
120,0.54891,71.983,0.57043,73.418,0.705
122,0.56319,67.241,0.55899,68.354,0.695
124,0.57704,72.414,0.55541,70.886,0.705
126,0.56196,70.69,0.55705,67.089,0.703
128,0.55286,73.276,0.55321,75.949,0.711
130,0.57459,65.948,0.56105,68.354,0.694
132,0.5543,68.966,0.54098,70.886,0.724
134,0.5637,70.259,0.54874,68.354,0.714
136,0.57357,66.81,0.5524,75.949,0.714
138,0.53582,71.121,0.54334,70.886,0.723
140,0.54426,70.69,0.54055,70.886,0.726
142,0.54991,71.552,0.54838,74.684,0.726
144,0.52353,74.138,0.54153,68.354,0.726
146,0.5212,72.414,0.55227,69.62,0.711
148,0.54825,71.983,0.57661,68.354,0.72
150,0.51647,73.707,0.56218,72.152,0.717
152,0.52899,72.845,0.55287,72.152,0.727
154,0.53172,72.414,0.54795,72.152,0.719
156,0.51671,72.414,0.56085,69.62,0.727
158,0.52569,72.414,0.55276,75.949,0.7
160,0.49915,71.983,0.53694,74.684,0.73
162,0.48467,76.293,0.56173,72.152,0.713
164,0.51513,73.707,0.57268,73.418,0.722
166,0.50462,73.707,0.55113,73.418,0.726
168,0.51803,72.414,0.55962,68.354,0.717
170,0.47745,75,0.57893,72.152,0.73
172,0.49686,75,0.54445,74.684,0.728
174,0.47774,77.155,0.53271,70.886,0.738
176,0.48447,72.845,0.5999,73.418,0.726
178,0.47622,76.724,0.54311,69.62,0.733
180,0.49025,75,0.54087,70.886,0.737
182,0.46995,78.017,0.55415,72.152,0.733
184,0.47173,76.724,0.53902,69.62,0.738
186,0.47379,78.017,0.5492,72.152,0.719
188,0.48278,77.155,0.55971,73.418,0.711
190,0.47596,78.017,0.54549,70.886,0.726
192,0.47287,74.138,0.54723,73.418,0.73
194,0.46162,75,0.55834,73.418,0.727
196,0.45067,79.741,0.53627,74.684,0.738
198,0.45016,75.862,0.53877,74.684,0.734
200,0.46661,77.586,0.54072,72.152,0.736
202,0.44466,79.31,0.55668,70.886,0.726
204,0.48926,73.707,0.54619,69.62,0.733
206,0.42045,82.759,0.55975,70.886,0.73
208,0.43126,78.448,0.53845,70.886,0.739
210,0.44455,78.017,0.54656,73.418,0.732
212,0.43364,81.466,0.55655,70.886,0.733
214,0.42655,81.034,0.55413,72.152,0.737
216,0.40667,80.172,0.53039,70.886,0.744
218,0.43657,78.879,0.53498,73.418,0.742
220,0.42345,79.31,0.60768,74.684,0.739
222,0.44971,78.448,0.53736,69.62,0.75
224,0.42609,80.172,0.54501,70.886,0.743
226,0.3932,81.034,0.55788,73.418,0.742
228,0.39176,84.914,0.54868,72.152,0.761
230,0.43258,79.31,0.52734,74.684,0.76
232,0.41694,80.603,0.54039,70.886,0.747
234,0.40698,81.034,0.58391,70.886,0.742
236,0.39356,81.466,0.54791,69.62,0.737
238,0.37777,80.172,0.55005,69.62,0.745
240,0.41268,79.31,0.56168,68.354,0.733
242,0.38514,79.741,0.58153,69.62,0.729
244,0.39317,81.466,0.55903,69.62,0.734
246,0.41044,81.897,0.54924,69.62,0.755
248,0.38094,81.034,0.59735,69.62,0.732
250,0.35263,82.328,0.56797,69.62,0.73
252,0.35135,83.621,0.55191,72.152,0.739
254,0.36731,81.466,0.54638,69.62,0.744
256,0.34563,86.207,0.59126,73.418,0.736
258,0.37771,81.897,0.63862,68.354,0.736
260,0.34418,86.638,0.55597,65.823,0.743
262,0.34244,84.483,0.54078,69.62,0.742
264,0.36638,82.759,0.5971,73.418,0.746
266,0.37232,82.328,0.55211,69.62,0.742
268,0.38192,84.052,0.55553,67.089,0.746
270,0.35198,83.621,0.54606,69.62,0.765
272,0.34486,87.5,0.54084,68.354,0.755
274,0.36699,83.19,0.54737,68.354,0.753
276,0.31418,86.638,0.57208,65.823,0.75
278,0.3278,86.207,0.55613,72.152,0.758
280,0.32688,87.069,0.54556,67.089,0.748
282,0.33402,84.914,0.54776,69.62,0.759
284,0.31456,87.5,0.54371,67.089,0.751
286,0.3358,84.052,0.5742,67.089,0.746
288,0.34115,82.759,0.57101,67.089,0.741
290,0.30853,87.069,0.61962,73.418,0.741
292,0.31477,86.207,0.67493,74.684,0.743
294,0.29138,90.086,0.62249,72.152,0.74
296,0.31843,88.362,0.54302,67.089,0.759
298,0.31379,87.5,0.63597,73.418,0.734
299,0.30274,87.931,0.57591,69.62,0.73
